dt,open,high,low,close,volume
2018-05-20 00:00:00+00:00,0.1431198,0.1431198,0.1431198,0.1431198,0.01467151
2018-05-20 00:01:00+00:00,0.1431198,0.1431198,0.1431198,0.1431198,0.0
2018-05-20 00:02:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.00200463
2018-05-20 00:03:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.0
2018-05-20 00:04:00+00:00,0.14327799,0.14327799,0.14327799,0.14327799,0.00028096
2018-05-20 00:05:00+00:00,0.14330461,0.14330461,0.14327899,0.14327899,0.01984475
2018-05-20 00:06:00+00:00,0.14327899,0.14327899,0.14327899,0.14327899,0.0
2018-05-20 00:07:00+00:00,0.14330055,0.14330055,0.1431508,0.1431508,0.34462002
2018-05-20 00:08:00+00:00,0.1431508,0.1431508,0.1431508,0.1431508,0.14358025
2018-05-20 00:09:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.00014304
2018-05-20 00:10:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.03729836
2018-05-20 00:11:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.0
2018-05-20 00:12:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.0
2018-05-20 00:13:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.0
2018-05-20 00:14:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.0
2018-05-20 00:15:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.0
2018-05-20 00:16:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.00152289
2018-05-20 00:17:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.01561438
2018-05-20 00:18:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.0
2018-05-20 00:19:00+00:00,0.1430892,0.1430892,0.1430892,0.1430892,0.03260699
2018-05-20 00:20:00+00:00,0.1430892,0.1430892,0.1430892,0.1430892,0.0
2018-05-20 00:21:00+00:00,0.1430892,0.1430892,0.1430892,0.1430892,0.0
2018-05-20 00:22:00+00:00,0.1430892,0.1430892,0.1430892,0.1430892,0.0
2018-05-20 00:23:00+00:00,0.14304995,0.14304995,0.14304995,0.14304995,0.00093485
2018-05-20 00:24:00+00:00,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.0050549
2018-05-20 00:25:00+00:00,0.14300001,0.14300001,0.14300001,0.14300001,0.00011764
2018-05-20 00:26:00+00:00,0.14300001,0.14300001,0.14300001,0.14300001,0.0
2018-05-20 00:27:00+00:00,0.14300001,0.14300001,0.14300001,0.14300001,0.0
2018-05-20 00:28:00+00:00,0.14300001,0.14300001,0.14300001,0.14300001,0.0
2018-05-20 00:29:00+00:00,0.14300001,0.14300001,0.14300001,0.14300001,0.0
2018-05-20 00:30:00+00:00,0.14300001,0.14300001,0.14300001,0.14300001,0.0
2018-05-20 00:31:00+00:00,0.14300001,0.14300001,0.14300001,0.14300001,0.0
2018-05-20 00:32:00+00:00,0.14300000000000002,0.14300001,0.14300000000000002,0.14300001,0.00757899
2018-05-20 00:33:00+00:00,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.00222017
2018-05-20 00:34:00+00:00,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.0
2018-05-20 00:35:00+00:00,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.009295
2018-05-20 00:36:00+00:00,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.0
2018-05-20 00:37:00+00:00,0.14300000000000002,0.14313354,0.14281421,0.14313354,0.55084098
2018-05-20 00:38:00+00:00,0.14313354,0.14313354,0.14313354,0.14313354,0.0
2018-05-20 00:39:00+00:00,0.14313354,0.14313354,0.14313354,0.14313354,0.0
2018-05-20 00:40:00+00:00,0.14313354,0.14313354,0.14313354,0.14313354,0.0
2018-05-20 00:41:00+00:00,0.14313354,0.14313354,0.14313354,0.14313354,0.0
2018-05-20 00:42:00+00:00,0.14286428,0.14286428,0.14286428,0.14286428,0.00063835
2018-05-20 00:43:00+00:00,0.14286428,0.14286428,0.14286428,0.14286428,0.0
2018-05-20 00:44:00+00:00,0.14259098,0.14259098,0.14259098,0.14259098,0.04327496
2018-05-20 00:45:00+00:00,0.14259098,0.14259098,0.14259098,0.14259098,0.0
2018-05-20 00:46:00+00:00,0.14266248,0.14266248,0.14266248,0.14266248,0.03775187
2018-05-20 00:47:00+00:00,0.1428614,0.1428614,0.14266544,0.14266544,0.026890110000000002
2018-05-20 00:48:00+00:00,0.14266544,0.14266544,0.14266544,0.14266544,0.0
2018-05-20 00:49:00+00:00,0.14266544,0.14266544,0.14266544,0.14266544,0.0
2018-05-20 00:50:00+00:00,0.14284285,0.14284285,0.14284285,0.14284285,0.00064423
2018-05-20 00:51:00+00:00,0.14284285,0.14284285,0.14284285,0.14284285,0.0
2018-05-20 00:52:00+00:00,0.1426712,0.14273246,0.1426712,0.14273246,0.00479281
2018-05-20 00:53:00+00:00,0.14273246,0.14273246,0.14273246,0.14273246,0.0
2018-05-20 00:54:00+00:00,0.1426712,0.1426712,0.1426712,0.1426712,0.02554952
2018-05-20 00:55:00+00:00,0.1426712,0.1426712,0.1426712,0.1426712,0.0
2018-05-20 00:56:00+00:00,0.1426712,0.1426712,0.1426712,0.1426712,0.0
2018-05-20 00:57:00+00:00,0.14241032,0.14241032,0.14241032,0.14241032,0.00010253
2018-05-20 00:58:00+00:00,0.14241029,0.14241029,0.14241029,0.14241029,0.00414161
2018-05-20 00:59:00+00:00,0.14241029,0.14241029,0.14241029,0.14241029,0.0
2018-05-20 01:00:00+00:00,0.14267065,0.14267065,0.14267065,0.14267065,0.01569377
2018-05-20 01:01:00+00:00,0.14241036,0.14241036,0.14241036,0.14241036,0.0015665
2018-05-20 01:02:00+00:00,0.14241036,0.14241036,0.14241036,0.14241036,0.52492458
2018-05-20 01:03:00+00:00,0.14241029,0.14241031,0.14241029,0.14241031,0.02830624
2018-05-20 01:04:00+00:00,0.14265857,0.14281596,0.14265821,0.14281596,1.26547969
2018-05-20 01:05:00+00:00,0.14281596,0.14281596,0.14281596,0.14281596,0.0
2018-05-20 01:06:00+00:00,0.14281596,0.14281596,0.14281596,0.14281596,0.0
2018-05-20 01:07:00+00:00,0.14281596,0.14281596,0.14281596,0.14281596,0.0
2018-05-20 01:08:00+00:00,0.14281596,0.14281596,0.14281596,0.14281596,0.0
2018-05-20 01:09:00+00:00,0.14281596,0.14281596,0.14281596,0.14281596,0.0
2018-05-20 01:10:00+00:00,0.14275041,0.14275041,0.14275006,0.14275041,0.03210887
2018-05-20 01:11:00+00:00,0.14275041,0.14275041,0.14275041,0.14275041,0.0
2018-05-20 01:12:00+00:00,0.14275041,0.14275041,0.14275041,0.14275041,0.0
2018-05-20 01:13:00+00:00,0.14275041,0.14275041,0.14275041,0.14275041,0.0
2018-05-20 01:14:00+00:00,0.14275041,0.14275041,0.14275041,0.14275041,0.0
2018-05-20 01:15:00+00:00,0.14266968,0.14266968,0.14266968,0.14266968,0.05401422
2018-05-20 01:16:00+00:00,0.14267495,0.14267495,0.14267494,0.14267494,0.00382881
2018-05-20 01:17:00+00:00,0.14297282,0.14306114,0.14297282,0.14306114,0.37590066
2018-05-20 01:18:00+00:00,0.14332499,0.14332499,0.14332499,0.14332499,0.00092806
2018-05-20 01:19:00+00:00,0.14332499,0.14332499,0.14332499,0.14332499,0.0
2018-05-20 01:20:00+00:00,0.1429773,0.1429773,0.1429773,0.1429773,0.52401179
2018-05-20 01:21:00+00:00,0.1429773,0.1429773,0.1429773,0.1429773,0.0
2018-05-20 01:22:00+00:00,0.1429773,0.1429773,0.1429773,0.1429773,0.0
2018-05-20 01:23:00+00:00,0.14299733,0.14299733,0.14299733,0.14299733,0.00032966
2018-05-20 01:24:00+00:00,0.14258486,0.14258486,0.14258486,0.14258486,0.00171101
2018-05-20 01:25:00+00:00,0.14258486,0.14258486,0.14258486,0.14258486,0.0
2018-05-20 01:26:00+00:00,0.14258486,0.14258486,0.14258486,0.14258486,0.0
2018-05-20 01:27:00+00:00,0.14258486,0.14258486,0.14258486,0.14258486,0.0
2018-05-20 01:28:00+00:00,0.14258486,0.14258486,0.14258486,0.14258486,0.0
2018-05-20 01:29:00+00:00,0.14258486,0.14258486,0.14258486,0.14258486,0.0
2018-05-20 01:30:00+00:00,0.14298896,0.14298896,0.14298896,0.14298896,0.0006571
2018-05-20 01:31:00+00:00,0.14298896,0.14298896,0.14298896,0.14298896,0.0
2018-05-20 01:32:00+00:00,0.14274527,0.14274527,0.14274527,0.14274527,0.00142745
2018-05-20 01:33:00+00:00,0.14298622,0.14298622,0.14266908,0.14266908,0.00094069
2018-05-20 01:34:00+00:00,0.14266908,0.14266908,0.14266908,0.14266908,0.0
2018-05-20 01:35:00+00:00,0.14266908,0.14266908,0.14266908,0.14266908,0.0
2018-05-20 01:36:00+00:00,0.14297925,0.14297925,0.14297925,0.14297925,0.00010959
2018-05-20 01:37:00+00:00,0.14297923,0.14297923,0.14297923,0.14297923,0.00515487
2018-05-20 01:38:00+00:00,0.14280619,0.14297923,0.14280619,0.14297923,0.00985948
2018-05-20 01:39:00+00:00,0.14297923,0.14297923,0.14297923,0.14297923,0.0
2018-05-20 01:40:00+00:00,0.14297958,0.14297958,0.14297958,0.14297958,0.00014928
2018-05-20 01:41:00+00:00,0.14297958,0.14297958,0.14297958,0.14297958,0.0
2018-05-20 01:42:00+00:00,0.14301992,0.14301992,0.14301992,0.14301992,0.06131884
2018-05-20 01:43:00+00:00,0.14301992,0.14301992,0.14301992,0.14301992,0.0
2018-05-20 01:44:00+00:00,0.14302288,0.14302288,0.14302288,0.14302288,0.0033931400000000002
2018-05-20 01:45:00+00:00,0.14302288,0.14302288,0.14302288,0.14302288,0.0
2018-05-20 01:46:00+00:00,0.14302288,0.14302288,0.14302288,0.14302288,0.0
2018-05-20 01:47:00+00:00,0.14302288,0.14302288,0.14302288,0.14302288,0.0
2018-05-20 01:48:00+00:00,0.14302288,0.14302288,0.14302288,0.14302288,0.0
2018-05-20 01:49:00+00:00,0.1432656,0.1432656,0.1432656,0.1432656,0.00099999
2018-05-20 01:50:00+00:00,0.1432656,0.1432656,0.1432656,0.1432656,0.0
2018-05-20 01:51:00+00:00,0.1432,0.1432,0.1432,0.1432,0.00273251
2018-05-20 01:52:00+00:00,0.1432,0.1432,0.1432,0.1432,0.0
2018-05-20 01:53:00+00:00,0.14323821,0.14323821,0.14323821,0.14323821,0.00050861
2018-05-20 01:54:00+00:00,0.14323821,0.14323821,0.14323821,0.14323821,0.0
2018-05-20 01:55:00+00:00,0.14324999,0.14324999,0.14324999,0.14324999,0.0021253
2018-05-20 01:56:00+00:00,0.14324999,0.14324999,0.14324999,0.14324999,0.0
2018-05-20 01:57:00+00:00,0.14324999,0.14324999,0.14324999,0.14324999,0.0
2018-05-20 01:58:00+00:00,0.14324999,0.14324999,0.14324999,0.14324999,0.00044703
2018-05-20 01:59:00+00:00,0.14324999,0.14324999,0.14324999,0.14324999,0.0
2018-05-20 02:00:00+00:00,0.14324999,0.14324999,0.14324999,0.14324999,0.00511686
2018-05-20 02:01:00+00:00,0.14324116,0.14324116,0.14324115,0.14324115,0.28659548
2018-05-20 02:02:00+00:00,0.14324116,0.14324116,0.14324113,0.14324116,0.27579897000000003
2018-05-20 02:03:00+00:00,0.14324116,0.14324116,0.14324116,0.14324116,0.0
2018-05-20 02:04:00+00:00,0.14331695,0.1434,0.14324116,0.14339964,0.97822684
2018-05-20 02:05:00+00:00,0.14345672,0.14354678,0.14345464,0.14354678,1.3833909500000001
2018-05-20 02:06:00+00:00,0.14400000000000002,0.14400000000000002,0.14359999,0.14400000000000002,0.22341024
2018-05-20 02:07:00+00:00,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.0
2018-05-20 02:08:00+00:00,0.14374572,0.14374572,0.14374572,0.14374572,0.00100315
2018-05-20 02:09:00+00:00,0.14374712,0.14374712,0.14374712,0.14374712,0.00811654
2018-05-20 02:10:00+00:00,0.14399999,0.14399999,0.14399999,0.14399999,0.00099999
2018-05-20 02:11:00+00:00,0.14399999,0.14399999,0.14399999,0.14399999,0.0
2018-05-20 02:12:00+00:00,0.14374535,0.14374606,0.14374535,0.14374606,0.10736455
2018-05-20 02:13:00+00:00,0.14380424,0.14399886,0.14380424,0.14388235,0.01670526
2018-05-20 02:14:00+00:00,0.14388271,0.14388271,0.14380424,0.14380459,0.07972569
2018-05-20 02:15:00+00:00,0.14380388,0.14380388,0.14374535,0.14374535,0.0538476
2018-05-20 02:16:00+00:00,0.14380454,0.14380454,0.14380454,0.14380454,0.00011176
2018-05-20 02:17:00+00:00,0.14379998,0.14379998,0.14379998,0.14379998,0.0006349
2018-05-20 02:18:00+00:00,0.14373268,0.14374501,0.14373268,0.14373303,0.0456877
2018-05-20 02:19:00+00:00,0.14373303,0.14373303,0.14373303,0.14373303,0.0
2018-05-20 02:20:00+00:00,0.14373303,0.14376622,0.14373303,0.14376622,0.01746901
2018-05-20 02:21:00+00:00,0.14376623,0.14376623,0.14376623,0.14376623,0.0048174
2018-05-20 02:22:00+00:00,0.14374998,0.14375033,0.14374998,0.14375033,0.0004954
2018-05-20 02:23:00+00:00,0.14375033,0.14375033,0.14375033,0.14375033,0.0
2018-05-20 02:24:00+00:00,0.14374998,0.14374998,0.14374998,0.14374998,0.00991874
2018-05-20 02:25:00+00:00,0.14374998,0.14374998,0.14374998,0.14374998,0.30566247
2018-05-20 02:26:00+00:00,0.14375033,0.14375033,0.14375033,0.14375033,0.00173924
2018-05-20 02:27:00+00:00,0.14375068,0.14387984,0.14375068,0.14387984,0.02069692
2018-05-20 02:28:00+00:00,0.14387912,0.14387912,0.14374962,0.14374962,0.11549811
2018-05-20 02:29:00+00:00,0.14374962,0.14374962,0.14374962,0.14374962,0.010045
2018-05-20 02:30:00+00:00,0.14374998,0.14374998,0.14374998,0.14374998,0.07646824
2018-05-20 02:31:00+00:00,0.14374998,0.14374998,0.14374998,0.14374998,0.02776737
2018-05-20 02:32:00+00:00,0.14374999,0.14374999,0.14366102,0.14374962,0.69584877
2018-05-20 02:33:00+00:00,0.14350961,0.14366066,0.14331968,0.14331968,0.14860462
2018-05-20 02:34:00+00:00,0.14331968,0.14331968,0.14331968,0.14331968,0.0
2018-05-20 02:35:00+00:00,0.14331968,0.14331968,0.14331968,0.14331968,0.0
2018-05-20 02:36:00+00:00,0.1433789,0.1433789,0.1433789,0.1433789,0.001416
2018-05-20 02:37:00+00:00,0.14361797,0.14361797,0.14361797,0.14361797,0.00029394
2018-05-20 02:38:00+00:00,0.14361797,0.14361797,0.14361797,0.14361797,0.0
2018-05-20 02:39:00+00:00,0.14361652,0.14374999,0.14361652,0.14374962,0.14522779
2018-05-20 02:40:00+00:00,0.14374999,0.14374999,0.14374999,0.14374999,0.06560531
2018-05-20 02:41:00+00:00,0.14388199000000002,0.14449999,0.14388199000000002,0.14449999,1.72913104
2018-05-20 02:42:00+00:00,0.14456828,0.1450174,0.14456568,0.14499999,0.5609527400000001
2018-05-20 02:43:00+00:00,0.1450174,0.14549999,0.14495943,0.14549999,0.87926183
2018-05-20 02:44:00+00:00,0.14554665,0.146,0.1455069,0.14561341,0.13625683
2018-05-20 02:45:00+00:00,0.14598691,0.14652591,0.14598691,0.1464189,0.73086399
2018-05-20 02:46:00+00:00,0.14646317,0.14650693,0.14624722,0.14624757,0.95471598
2018-05-20 02:47:00+00:00,0.14624687,0.14644083,0.14574,0.14600878,2.89701296
2018-05-20 02:48:00+00:00,0.1457407,0.14623223,0.1457407,0.14623223,0.38824625
2018-05-20 02:49:00+00:00,0.1460127,0.14624687,0.1460127,0.14624687,1.36139246
2018-05-20 02:50:00+00:00,0.1462201,0.1465532,0.1462201,0.14655319,0.01027189
2018-05-20 02:51:00+00:00,0.14667,0.14667,0.14655934,0.14655934,0.20379847
2018-05-20 02:52:00+00:00,0.14655319,0.14655319,0.14651228,0.14651228,0.09979367
2018-05-20 02:53:00+00:00,0.14651228,0.14651228,0.14651228,0.14651228,0.0
2018-05-20 02:54:00+00:00,0.14655319,0.14655319,0.14651074,0.14651109,0.06918069
2018-05-20 02:55:00+00:00,0.1467144,0.14702288,0.14653338,0.14701344,0.90685006
2018-05-20 02:56:00+00:00,0.1470138,0.14744122,0.1470138,0.14744122,1.1585378800000001
2018-05-20 02:57:00+00:00,0.1475,0.14799999,0.14741804,0.14796537,0.9990877
2018-05-20 02:58:00+00:00,0.14796535,0.14829137,0.14796535,0.14829137,1.0886484300000001
2018-05-20 02:59:00+00:00,0.14829137,0.14904613,0.14829137,0.14870315,2.13753437
2018-05-20 03:00:00+00:00,0.14908551,0.14917578,0.14870315,0.14878538,0.74617875
2018-05-20 03:01:00+00:00,0.14869792,0.14878538,0.1484785,0.14853902,4.61894057
2018-05-20 03:02:00+00:00,0.14847885,0.14847885,0.14805391,0.14805391,1.13666824
2018-05-20 03:03:00+00:00,0.14805391,0.14805391,0.14749999,0.14753085,2.43903167
2018-05-20 03:04:00+00:00,0.14772429,0.14829999,0.14748512,0.14828899,4.38403895
2018-05-20 03:05:00+00:00,0.14828899,0.14845929,0.14828899,0.14836959,0.91992213
2018-05-20 03:06:00+00:00,0.14844752,0.14853405,0.14829535,0.14830035,0.7532530900000001
2018-05-20 03:07:00+00:00,0.14830035,0.14830035,0.14830035,0.14830035,0.0
2018-05-20 03:08:00+00:00,0.14829999,0.14829999,0.14796576,0.14796576,1.10355652
2018-05-20 03:09:00+00:00,0.14788585,0.14799963,0.14788585,0.14788585,0.75263085
