dt,open,high,low,close,volume
2018-05-20 00:00:00+00:00,0.01305999,0.01305999,0.01305999,0.01305999,0.05967171
2018-05-20 00:01:00+00:00,0.01305999,0.01305999,0.01301998,0.01301998,0.02838548
2018-05-20 00:02:00+00:00,0.01301998,0.01301998,0.01301998,0.01301998,0.0
2018-05-20 00:03:00+00:00,0.01301998,0.01301998,0.01301775,0.01301775,0.00838711
2018-05-20 00:04:00+00:00,0.01301998,0.01301998,0.012998560000000001,0.012998560000000001,0.027515440000000002
2018-05-20 00:05:00+00:00,0.012998560000000001,0.012998560000000001,0.012998560000000001,0.012998560000000001,0.0
2018-05-20 00:06:00+00:00,0.012998560000000001,0.012998560000000001,0.012998560000000001,0.012998560000000001,0.00102475
2018-05-20 00:07:00+00:00,0.012998560000000001,0.012998560000000001,0.012998560000000001,0.012998560000000001,0.17107393
2018-05-20 00:08:00+00:00,0.01294783,0.0129847,0.01294783,0.0129847,0.49299495
2018-05-20 00:09:00+00:00,0.01290851,0.01294779,0.01290851,0.01294779,0.07057691
2018-05-20 00:10:00+00:00,0.01294779,0.01294779,0.01294779,0.01294779,0.0
2018-05-20 00:11:00+00:00,0.012898660000000001,0.01294783,0.012898660000000001,0.01294783,0.08069609
2018-05-20 00:12:00+00:00,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.02931082
2018-05-20 00:13:00+00:00,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.0
2018-05-20 00:14:00+00:00,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.0
2018-05-20 00:15:00+00:00,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.00225067
2018-05-20 00:16:00+00:00,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.012898650000000001,0.06031282
2018-05-20 00:17:00+00:00,0.0128991,0.012990390000000001,0.01288715,0.012990390000000001,0.55262194
2018-05-20 00:18:00+00:00,0.012990390000000001,0.012990390000000001,0.012990390000000001,0.012990390000000001,0.0
2018-05-20 00:19:00+00:00,0.012990390000000001,0.012990390000000001,0.012990390000000001,0.012990390000000001,0.0
2018-05-20 00:20:00+00:00,0.012990390000000001,0.012990390000000001,0.012990390000000001,0.012990390000000001,0.0
2018-05-20 00:21:00+00:00,0.012990390000000001,0.012990390000000001,0.012990390000000001,0.012990390000000001,0.0
2018-05-20 00:22:00+00:00,0.01288717,0.01289104,0.01288717,0.01289104,0.14592846
2018-05-20 00:23:00+00:00,0.01289104,0.01289104,0.01289104,0.01289104,0.0
2018-05-20 00:24:00+00:00,0.01289104,0.01289104,0.01289104,0.01289104,0.0
2018-05-20 00:25:00+00:00,0.01289104,0.01289104,0.01289104,0.01289104,0.0
2018-05-20 00:26:00+00:00,0.01289104,0.01289104,0.01289104,0.01289104,0.0
2018-05-20 00:27:00+00:00,0.01289104,0.01289104,0.01289104,0.01289104,0.0
2018-05-20 00:28:00+00:00,0.01289104,0.01289104,0.01289104,0.01289104,0.0
2018-05-20 00:29:00+00:00,0.01289104,0.01289104,0.01289104,0.01289104,0.0
2018-05-20 00:30:00+00:00,0.01289104,0.01289104,0.01289104,0.01289104,0.0
